"radon" "state" "log_radon" "floor" "countyname" "countyID" "fips" "uranium" "log_uranium"
2.2 "MN" 0.78845736036427 1 "AITKIN" 1 27001 0.502054 -0.6890475953545
2.2 "MN" 0.78845736036427 0 "AITKIN" 1 27001 0.502054 -0.6890475953545
2.9 "MN" 1.06471073699243 0 "AITKIN" 1 27001 0.502054 -0.6890475953545
1 "MN" 0 0 "AITKIN" 1 27001 0.502054 -0.6890475953545
3.1 "MN" 1.1314021114911 0 "ANOKA" 2 27003 0.428565 -0.847312860499705
2.5 "MN" 0.916290731874155 0 "ANOKA" 2 27003 0.428565 -0.847312860499705
1.5 "MN" 0.405465108108164 0 "ANOKA" 2 27003 0.428565 -0.847312860499705
1 "MN" 0 0 "ANOKA" 2 27003 0.428565 -0.847312860499705
0.7 "MN" -0.356674943938732 0 "ANOKA" 2 27003 0.428565 -0.847312860499705
1.2 "MN" 0.182321556793955 0 "ANOKA" 2 27003 0.428565 -0.847312860499705
1.2 "MN" 0.182321556793955 0 "ANOKA" 2 27003 0.428565 -0.847312860499705
1.3 "MN" 0.262364264467491 0 "ANOKA" 2 27003 0.428565 -0.847312860499705
1.4 "MN" 0.336472236621213 0 "ANOKA" 2 27003 0.428565 -0.847312860499705
0.4 "MN" -0.916290731874155 0 "ANOKA" 2 27003 0.428565 -0.847312860499705
1.1 "MN" 0.0953101798043249 0 "ANOKA" 2 27003 0.428565 -0.847312860499705
4.5 "MN" 1.50407739677627 0 "ANOKA" 2 27003 0.428565 -0.847312860499705
1.3 "MN" 0.262364264467491 0 "ANOKA" 2 27003 0.428565 -0.847312860499705
2.1 "MN" 0.741937344729377 0 "ANOKA" 2 27003 0.428565 -0.847312860499705
5.9 "MN" 1.77495235091167 0 "ANOKA" 2 27003 0.428565 -0.847312860499705
3.3 "MN" 1.19392246847243 0 "ANOKA" 2 27003 0.428565 -0.847312860499705
1.8 "MN" 0.587786664902119 0 "ANOKA" 2 27003 0.428565 -0.847312860499705
5.4 "MN" 1.68639895357023 0 "ANOKA" 2 27003 0.428565 -0.847312860499705
6.3 "MN" 1.84054963339749 0 "ANOKA" 2 27003 0.428565 -0.847312860499705
1.9 "MN" 0.641853886172395 0 "ANOKA" 2 27003 0.428565 -0.847312860499705
6.6 "MN" 1.88706964903238 0 "ANOKA" 2 27003 0.428565 -0.847312860499705
3.1 "MN" 1.1314021114911 0 "ANOKA" 2 27003 0.428565 -0.847312860499705
6.8 "MN" 1.91692261218206 0 "ANOKA" 2 27003 0.428565 -0.847312860499705
7 "MN" 1.94591014905531 0 "ANOKA" 2 27003 0.428565 -0.847312860499705
7.7 "MN" 2.04122032885964 0 "ANOKA" 2 27003 0.428565 -0.847312860499705
5.2 "MN" 1.64865862558738 0 "ANOKA" 2 27003 0.428565 -0.847312860499705
4.5 "MN" 1.50407739677627 0 "ANOKA" 2 27003 0.428565 -0.847312860499705
4.4 "MN" 1.48160454092422 0 "ANOKA" 2 27003 0.428565 -0.847312860499705
2.8 "MN" 1.02961941718116 0 "ANOKA" 2 27003 0.428565 -0.847312860499705
8.1 "MN" 2.09186406167839 0 "ANOKA" 2 27003 0.428565 -0.847312860499705
1.6 "MN" 0.470003629245736 0 "ANOKA" 2 27003 0.428565 -0.847312860499705
4.2 "MN" 1.43508452528932 0 "ANOKA" 2 27003 0.428565 -0.847312860499705
5.4 "MN" 1.68639895357023 0 "ANOKA" 2 27003 0.428565 -0.847312860499705
4 "MN" 1.38629436111989 0 "ANOKA" 2 27003 0.428565 -0.847312860499705
2.3 "MN" 0.832909122935104 0 "ANOKA" 2 27003 0.428565 -0.847312860499705
2.9 "MN" 1.06471073699243 0 "ANOKA" 2 27003 0.428565 -0.847312860499705
1.4 "MN" 0.336472236621213 0 "ANOKA" 2 27003 0.428565 -0.847312860499705
3.3 "MN" 1.19392246847243 0 "ANOKA" 2 27003 0.428565 -0.847312860499705
2.9 "MN" 1.06471073699243 0 "ANOKA" 2 27003 0.428565 -0.847312860499705
1.8 "MN" 0.587786664902119 1 "ANOKA" 2 27003 0.428565 -0.847312860499705
0.2 "MN" -1.6094379124341 1 "ANOKA" 2 27003 0.428565 -0.847312860499705
2.4 "MN" 0.8754687373539 0 "ANOKA" 2 27003 0.428565 -0.847312860499705
1.1 "MN" 0.0953101798043249 1 "ANOKA" 2 27003 0.428565 -0.847312860499705
2.2 "MN" 0.78845736036427 0 "ANOKA" 2 27003 0.428565 -0.847312860499705
0.6 "MN" -0.510825623765991 0 "ANOKA" 2 27003 0.428565 -0.847312860499705
1.7 "MN" 0.53062825106217 0 "ANOKA" 2 27003 0.428565 -0.847312860499705
2.9 "MN" 1.06471073699243 0 "ANOKA" 2 27003 0.428565 -0.847312860499705
2.2 "MN" 0.78845736036427 0 "ANOKA" 2 27003 0.428565 -0.847312860499705
1.7 "MN" 0.53062825106217 0 "ANOKA" 2 27003 0.428565 -0.847312860499705
1.4 "MN" 0.336472236621213 0 "ANOKA" 2 27003 0.428565 -0.847312860499705
1.9 "MN" 0.641853886172395 0 "ANOKA" 2 27003 0.428565 -0.847312860499705
1.8 "MN" 0.587786664902119 0 "ANOKA" 2 27003 0.428565 -0.847312860499705
1.2 "MN" 0.182321556793955 1 "BECKER" 3 27005 0.892741 -0.11345877376814
4.3 "MN" 1.45861502269952 0 "BECKER" 3 27005 0.892741 -0.11345877376814
4.5 "MN" 1.50407739677627 1 "BECKER" 3 27005 0.892741 -0.11345877376814
6.3 "MN" 1.84054963339749 0 "BELTRAMI" 4 27007 0.552472 -0.593352525607471
4.6 "MN" 1.52605630349505 0 "BELTRAMI" 4 27007 0.552472 -0.593352525607471
5.7 "MN" 1.7404661748405 0 "BELTRAMI" 4 27007 0.552472 -0.593352525607471
2.2 "MN" 0.78845736036427 1 "BELTRAMI" 4 27007 0.552472 -0.593352525607471
0.4 "MN" -0.916290731874155 1 "BELTRAMI" 4 27007 0.552472 -0.593352525607471
4.6 "MN" 1.52605630349505 1 "BELTRAMI" 4 27007 0.552472 -0.593352525607471
4.4 "MN" 1.48160454092422 1 "BELTRAMI" 4 27007 0.552472 -0.593352525607471
6.6 "MN" 1.88706964903238 0 "BENTON" 5 27009 0.866849 -0.142890481153028
2.7 "MN" 0.993251773010283 0 "BENTON" 5 27009 0.866849 -0.142890481153028
2.9 "MN" 1.06471073699243 1 "BENTON" 5 27009 0.866849 -0.142890481153028
2.9 "MN" 1.06471073699243 0 "BENTON" 5 27009 0.866849 -0.142890481153028
7.2 "MN" 1.97408102602201 0 "BIG STONE" 6 27011 1.47264 0.387056708424809
5 "MN" 1.6094379124341 0 "BIG STONE" 6 27011 1.47264 0.387056708424809
2.6 "MN" 0.955511445027436 0 "BIG STONE" 6 27011 1.47264 0.387056708424809
5 "MN" 1.6094379124341 0 "BLUE EARTH" 7 27013 1.31208 0.271613664272716
13 "MN" 2.56494935746154 0 "BLUE EARTH" 7 27013 1.31208 0.271613664272716
7.2 "MN" 1.97408102602201 0 "BLUE EARTH" 7 27013 1.31208 0.271613664272716
6.8 "MN" 1.91692261218206 0 "BLUE EARTH" 7 27013 1.31208 0.271613664272716
12.8 "MN" 2.54944517092557 0 "BLUE EARTH" 7 27013 1.31208 0.271613664272716
5.8 "MN" 1.75785791755237 1 "BLUE EARTH" 7 27013 1.31208 0.271613664272716
9.5 "MN" 2.2512917986065 0 "BLUE EARTH" 7 27013 1.31208 0.271613664272716
6 "MN" 1.79175946922805 0 "BLUE EARTH" 7 27013 1.31208 0.271613664272716
3.8 "MN" 1.33500106673234 0 "BLUE EARTH" 7 27013 1.31208 0.271613664272716
14.3 "MN" 2.66025953726586 1 "BLUE EARTH" 7 27013 1.31208 0.271613664272716
1.8 "MN" 0.587786664902119 0 "BLUE EARTH" 7 27013 1.31208 0.271613664272716
6.9 "MN" 1.93152141160321 0 "BLUE EARTH" 7 27013 1.31208 0.271613664272716
4.7 "MN" 1.54756250871601 0 "BLUE EARTH" 7 27013 1.31208 0.271613664272716
9.5 "MN" 2.2512917986065 0 "BLUE EARTH" 7 27013 1.31208 0.271613664272716
2.5 "MN" 0.916290731874155 1 "BROWN" 8 27015 1.31993 0.277578704889093
6.7 "MN" 1.90210752639692 0 "BROWN" 8 27015 1.31993 0.277578704889093
4 "MN" 1.38629436111989 1 "BROWN" 8 27015 1.31993 0.277578704889093
10.1 "MN" 2.31253542384721 0 "BROWN" 8 27015 1.31993 0.277578704889093
2.2 "MN" 0.78845736036427 0 "CARLTON" 9 27017 0.717261 -0.332315487884133
1.8 "MN" 0.587786664902119 0 "CARLTON" 9 27017 0.717261 -0.332315487884133
3.4 "MN" 1.22377543162212 0 "CARLTON" 9 27017 0.717261 -0.332315487884133
5.6 "MN" 1.7227665977411 1 "CARLTON" 9 27017 0.717261 -0.332315487884133
4.3 "MN" 1.45861502269952 0 "CARLTON" 9 27017 0.717261 -0.332315487884133
3.9 "MN" 1.3609765531356 0 "CARLTON" 9 27017 0.717261 -0.332315487884133
1.3 "MN" 0.262364264467491 0 "CARLTON" 9 27017 0.717261 -0.332315487884133
4.2 "MN" 1.43508452528932 0 "CARLTON" 9 27017 0.717261 -0.332315487884133
0.8 "MN" -0.22314355131421 0 "CARLTON" 9 27017 0.717261 -0.332315487884133
2 "MN" 0.693147180559945 0 "CARLTON" 9 27017 0.717261 -0.332315487884133
1.6 "MN" 0.470003629245736 0 "CARVER" 10 27019 1.10061 0.0958645715553609
12.9 "MN" 2.55722731136763 0 "CARVER" 10 27019 1.10061 0.0958645715553609
14.7 "MN" 2.68784749378469 1 "CARVER" 10 27019 1.10061 0.0958645715553609
4.7 "MN" 1.54756250871601 1 "CARVER" 10 27019 1.10061 0.0958645715553609
9.6 "MN" 2.26176309847379 0 "CARVER" 10 27019 1.10061 0.0958645715553609
0 "MN" -2.30258509299405 1 "CARVER" 10 27019 1.10061 0.0958645715553609
3.7 "MN" 1.30833281965018 0 "CASS" 11 27021 0.544319 -0.608219806930943
7.4 "MN" 2.00148000021012 0 "CASS" 11 27021 0.544319 -0.608219806930943
1.9 "MN" 0.641853886172395 0 "CASS" 11 27021 0.544319 -0.608219806930943
5.3 "MN" 1.66770682055808 0 "CASS" 11 27021 0.544319 -0.608219806930943
4 "MN" 1.38629436111989 0 "CASS" 11 27021 0.544319 -0.608219806930943
7.7 "MN" 2.04122032885964 0 "CHIPPEWA" 12 27023 1.3148 0.273684562807927
1.4 "MN" 0.336472236621213 0 "CHIPPEWA" 12 27023 1.3148 0.273684562807927
10 "MN" 2.30258509299405 0 "CHIPPEWA" 12 27023 1.3148 0.273684562807927
9.4 "MN" 2.24070968927596 0 "CHIPPEWA" 12 27023 1.3148 0.273684562807927
0.8 "MN" -0.22314355131421 0 "CHISAGO" 13 27025 0.479352 -0.735320087151157
4.4 "MN" 1.48160454092422 0 "CHISAGO" 13 27025 0.479352 -0.735320087151157
5 "MN" 1.6094379124341 0 "CHISAGO" 13 27025 0.479352 -0.735320087151157
2.1 "MN" 0.741937344729377 0 "CHISAGO" 13 27025 0.479352 -0.735320087151157
1.7 "MN" 0.53062825106217 0 "CHISAGO" 13 27025 0.479352 -0.735320087151157
8.1 "MN" 2.09186406167839 0 "CHISAGO" 13 27025 0.479352 -0.735320087151157
0.9 "MN" -0.105360515657826 1 "CLAY" 14 27027 1.41027 0.343781175420031
12.9 "MN" 2.55722731136763 0 "CLAY" 14 27027 1.41027 0.343781175420031
2.6 "MN" 0.955511445027436 0 "CLAY" 14 27027 1.41027 0.343781175420031
3.5 "MN" 1.25276296849537 1 "CLAY" 14 27027 1.41027 0.343781175420031
26.6 "MN" 3.28091121578765 0 "CLAY" 14 27027 1.41027 0.343781175420031
1.5 "MN" 0.405465108108164 0 "CLAY" 14 27027 1.41027 0.343781175420031
13 "MN" 2.56494935746154 0 "CLAY" 14 27027 1.41027 0.343781175420031
8.8 "MN" 2.17475172148416 0 "CLAY" 14 27027 1.41027 0.343781175420031
19.5 "MN" 2.9704144655697 0 "CLAY" 14 27027 1.41027 0.343781175420031
2.5 "MN" 0.916290731874155 1 "CLAY" 14 27027 1.41027 0.343781175420031
9 "MN" 2.19722457733622 0 "CLAY" 14 27027 1.41027 0.343781175420031
13.1 "MN" 2.57261223020711 0 "CLAY" 14 27027 1.41027 0.343781175420031
3.6 "MN" 1.28093384546206 0 "CLAY" 14 27027 1.41027 0.343781175420031
6.9 "MN" 1.93152141160321 1 "CLAY" 14 27027 1.41027 0.343781175420031
4.8 "MN" 1.56861591791385 1 "CLEARWATER" 15 27029 0.941896 -0.0598604138977053
3.4 "MN" 1.22377543162212 0 "CLEARWATER" 15 27029 0.941896 -0.0598604138977053
0.9 "MN" -0.105360515657826 1 "CLEARWATER" 15 27029 0.941896 -0.0598604138977053
3.4 "MN" 1.22377543162212 0 "CLEARWATER" 15 27029 0.941896 -0.0598604138977053
2.7 "MN" 0.993251773010283 0 "COOK" 16 27031 0.603508 -0.504995982525783
1.4 "MN" 0.336472236621213 0 "COOK" 16 27031 0.603508 -0.504995982525783
6.8 "MN" 1.91692261218206 0 "COTTONWOOD" 17 27033 1.40433 0.339560320720446
11.1 "MN" 2.40694510831829 1 "COTTONWOOD" 17 27033 1.40433 0.339560320720446
0 "MN" -2.30258509299405 1 "COTTONWOOD" 17 27033 1.40433 0.339560320720446
2.5 "MN" 0.916290731874155 1 "COTTONWOOD" 17 27033 1.40433 0.339560320720446
1.8 "MN" 0.587786664902119 0 "CROW WING" 18 27035 0.530789 -0.633390700175141
1.6 "MN" 0.470003629245736 0 "CROW WING" 18 27035 0.530789 -0.633390700175141
1 "MN" 0 1 "CROW WING" 18 27035 0.530789 -0.633390700175141
0.9 "MN" -0.105360515657826 0 "CROW WING" 18 27035 0.530789 -0.633390700175141
2.9 "MN" 1.06471073699243 0 "CROW WING" 18 27035 0.530789 -0.633390700175141
4.4 "MN" 1.48160454092422 0 "CROW WING" 18 27035 0.530789 -0.633390700175141
1.5 "MN" 0.405465108108164 0 "CROW WING" 18 27035 0.530789 -0.633390700175141
4.1 "MN" 1.41098697371026 0 "CROW WING" 18 27035 0.530789 -0.633390700175141
2.5 "MN" 0.916290731874155 1 "CROW WING" 18 27035 0.530789 -0.633390700175141
6.7 "MN" 1.90210752639692 1 "CROW WING" 18 27035 0.530789 -0.633390700175141
4.3 "MN" 1.45861502269952 0 "CROW WING" 18 27035 0.530789 -0.633390700175141
5.5 "MN" 1.70474809223843 0 "CROW WING" 18 27035 0.530789 -0.633390700175141
3.6 "MN" 1.28093384546206 0 "DAKOTA" 19 27037 0.976144 -0.0241451624685385
2.8 "MN" 1.02961941718116 0 "DAKOTA" 19 27037 0.976144 -0.0241451624685385
14.6 "MN" 2.68102152871429 0 "DAKOTA" 19 27037 0.976144 -0.0241451624685385
6.7 "MN" 1.90210752639692 0 "DAKOTA" 19 27037 0.976144 -0.0241451624685385
8 "MN" 2.07944154167984 0 "DAKOTA" 19 27037 0.976144 -0.0241451624685385
2.6 "MN" 0.955511445027436 0 "DAKOTA" 19 27037 0.976144 -0.0241451624685385
2.8 "MN" 1.02961941718116 1 "DAKOTA" 19 27037 0.976144 -0.0241451624685385
4.4 "MN" 1.48160454092422 0 "DAKOTA" 19 27037 0.976144 -0.0241451624685385
1.7 "MN" 0.53062825106217 1 "DAKOTA" 19 27037 0.976144 -0.0241451624685385
2 "MN" 0.693147180559945 0 "DAKOTA" 19 27037 0.976144 -0.0241451624685385
2 "MN" 0.693147180559945 0 "DAKOTA" 19 27037 0.976144 -0.0241451624685385
1.5 "MN" 0.405465108108164 0 "DAKOTA" 19 27037 0.976144 -0.0241451624685385
9.6 "MN" 2.26176309847379 0 "DAKOTA" 19 27037 0.976144 -0.0241451624685385
8.1 "MN" 2.09186406167839 0 "DAKOTA" 19 27037 0.976144 -0.0241451624685385
3.5 "MN" 1.25276296849537 0 "DAKOTA" 19 27037 0.976144 -0.0241451624685385
0.8 "MN" -0.22314355131421 1 "DAKOTA" 19 27037 0.976144 -0.0241451624685385
5.1 "MN" 1.62924053973028 0 "DAKOTA" 19 27037 0.976144 -0.0241451624685385
3.2 "MN" 1.16315080980568 0 "DAKOTA" 19 27037 0.976144 -0.0241451624685385
10.8 "MN" 2.37954613413017 0 "DAKOTA" 19 27037 0.976144 -0.0241451624685385
8.2 "MN" 2.10413415427021 0 "DAKOTA" 19 27037 0.976144 -0.0241451624685385
6.3 "MN" 1.84054963339749 0 "DAKOTA" 19 27037 0.976144 -0.0241451624685385
4.8 "MN" 1.56861591791385 0 "DAKOTA" 19 27037 0.976144 -0.0241451624685385
6 "MN" 1.79175946922805 0 "DAKOTA" 19 27037 0.976144 -0.0241451624685385
1.1 "MN" 0.0953101798043249 0 "DAKOTA" 19 27037 0.976144 -0.0241451624685385
8.7 "MN" 2.16332302566054 0 "DAKOTA" 19 27037 0.976144 -0.0241451624685385
8.8 "MN" 2.17475172148416 0 "DAKOTA" 19 27037 0.976144 -0.0241451624685385
6.8 "MN" 1.91692261218206 0 "DAKOTA" 19 27037 0.976144 -0.0241451624685385
2.3 "MN" 0.832909122935104 0 "DAKOTA" 19 27037 0.976144 -0.0241451624685385
1.6 "MN" 0.470003629245736 0 "DAKOTA" 19 27037 0.976144 -0.0241451624685385
2.8 "MN" 1.02961941718116 0 "DAKOTA" 19 27037 0.976144 -0.0241451624685385
6.5 "MN" 1.87180217690159 0 "DAKOTA" 19 27037 0.976144 -0.0241451624685385
1.7 "MN" 0.53062825106217 0 "DAKOTA" 19 27037 0.976144 -0.0241451624685385
4.6 "MN" 1.52605630349505 0 "DAKOTA" 19 27037 0.976144 -0.0241451624685385
3.3 "MN" 1.19392246847243 0 "DAKOTA" 19 27037 0.976144 -0.0241451624685385
4.4 "MN" 1.48160454092422 0 "DAKOTA" 19 27037 0.976144 -0.0241451624685385
